url,address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity,popularity_score,price_tier,locality_avg_rating,above_locality_avg,rest_type_count,cuisine_count,log_votes,approx_cost,dbscan_cluster
https://www.zomato.com/bangalore/empire-restaurant-jayanagar?context=eyJzZSI6eyJlIjpbIjU5MDg2IiwiMTgzNTk5MTgiLCIxODYxODM0MyIsIjU3MzI1Iiw1NTM5NywiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5IiwiMTg1NTk4OTciLCIxODY5NzIxMSIsIjUyMjU1IiwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"4, Opposite NMKRV College, 21st C Cross Road, 3rd Block, Jayanagar, Bangalore",Empire Restaurant,1,0,4.4,4884,Jayanagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",150.0,Delivery,Banashankari,21489.6,low,3.767613636363636,1,1,4,8.493924564476883,75.0,-1
https://www.zomato.com/bangalore/freshmenu-banashankari?context=eyJzZSI6eyJlIjpbIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwxODA4OTY5MywiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"10, Stavyah Arcade, 3rd Floor 9th Main, Yarab Nagar Main Road, Banashankari, Bangalore",FreshMenu,1,0,3.9,627,Banashankari,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",800.0,Delivery,Banashankari,2445.3,high,3.647349823321555,1,1,8,6.442540166468199,400.0,-1
https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"31, Opposite Vijaya College, RV Road, Basavanagudi, Bangalore",Kabab Magic,1,0,4.1,1720,Basavanagudi,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",1200.0,Delivery,Banashankari,7051.999999999999,high,3.6814634146341465,1,1,4,7.450660796211539,600.0,-1
https://www.zomato.com/bangalore/meghana-foods-jayanagar?context=eyJzZSI6eyJlIjpbIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1Iiw1MTIzMiwiNTczMzkiLCIxODcxMDAyMSIsIjE4NjgwMDgwIiwiMTg0NDgzMzYiLCIxODY0NzIxOCIsIjE4NjM0OTIwIiwiMTg2MTE1MjUiLCI1MTQyNCIsIjU1OTQyIiwiNTgwNDMiLCI1Mjg5NCIsIjE4NTk4MTQ4IiwiMTgyNjMzODUiLCIxODIyMTU0MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Meghana Foods,1,0,4.4,4401,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",500.0,Delivery,Banashankari,19364.4,medium,3.767613636363636,1,1,3,8.389814262086407,250.0,-1
https://www.zomato.com/bangalore/starlite-bakery-fastfood-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODAwNDkxIiwiMTg4NzEwODgiLCIxODg4NTgxNSIsIjE4ODU5NTgyIiwxODg1OTYyNSwiMTg4NjU3ODIiLCIxODg2Njg2OCIsIjE4ODY1NTg4IiwiMTg4NDA0MTMiLCIxODg0ODkzOCIsIjE4NzYzMDE4IiwiMTg5MzA1MzIiLCIxODg5MDk0MCIsIjE4ODg2Mjc4IiwiMTg4ODczOTAiLCIxODkwMDQyNiIsIjU4Njk0IiwiNTE4MTUiLCIxODcyOTM5MiIsIjE4OTQ2MjE0IiwiMTg3MTYwNjEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore",Starlite Bakery & Fastfood,1,0,3.7,0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",800.0,Delivery,Banashankari,0.0,high,3.767613636363636,0,1,7,0.0,400.0,-1
https://www.zomato.com/bangalore/vidyarthi-bhavan-basavanagudi?context=eyJzZSI6eyJlIjpbIjU1OTk0IiwiNTE4MTEiLCI1NDM1MiIsIjE4MjI0Njc2Iiw1MTA2NSwiMTgyOTg3NjkiLCI1Njc5MSIsIjU0MzIzIiwiNTkyODkiLCI1MTQwMiIsIjE4Njc2NTUxIiwiNTI5OTMiLCI1MDE3NyIsIjU1MDkwIiwiNTE2MjkiLCI1NDM1MSIsIjE4ODY2ODY4IiwiMTg3MDk4MTkiLCI1NDA4NiIsIjYxNTc1IiwiNTc0MzUiLCI1OTY3NCIsIjYwMzE0Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"32, Gandhi Bazaar, Near Gandhi Bazaar Circle, Basavanagudi, Bangalore",Vidyarthi Bhavan,0,0,4.4,4460,Basavanagudi,Quick Bites,South Indian,900.0,Dine-out,Banashankari,19624.0,high,3.6814634146341465,1,1,1,8.403128235128264,450.0,-1
https://www.zomato.com/bangalore/fattoush-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjU0MTY1IiwxODIzNzkzMSwiMTgyOTAwNzMiLCIxODAxMTY2MyIsIjUxNjkzIiwiNTAwNjciLCIxODY3NjY4OSIsIjUxNTQxIiwiNjA2ODEiLCIxODc2OTczNCIsIjE4MTk4ODc4IiwiMTg0NzIzODkiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIHNlcnZpbmcgQnVmZmV0In19,"128/54/10, First floor, Opposite IIM - B, Dasarapalya, Bannerghatta Road, Bangalore",Fattoush,1,1,4.2,1964,Bannerghatta Road,Casual Dining,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",200.0,Buffet,Bannerghatta Road,8248.800000000001,low,3.4839285714285717,1,1,8,7.583247524303362,100.0,-1
https://www.zomato.com/bangalore/empire-restaurant-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjU0MTY1IiwiMTgyMzc5MzEiLDE4MjkwMDczLCIxODAxMTY2MyIsIjUxNjkzIiwiNTAwNjciLCIxODY3NjY4OSIsIjUxNTQxIiwiNjA2ODEiLCIxODc2OTczNCIsIjE4MTk4ODc4IiwiMTg0NzIzODkiLCIxODg1NjI2MiJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQgc2VydmluZyBCdWZmZXQifX0=,"4 & 5, Green Orchards Layout, 1st Cross, Bannerghatta Road, Bangalore",Empire Restaurant,1,0,4.3,3178,Bannerghatta Road,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",800.0,Buffet,Bannerghatta Road,13665.4,high,3.4839285714285717,1,1,4,8.064321960910803,400.0,-1
https://www.zomato.com/bangalore/barbeque-nation-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4MjM3OTMxIiwiMTgyOTAwNzMiLCIxODAxMTY2MyIsIjUxNjkzIiw1MDA2NywiMTg2NzY2ODkiLCI1MTU0MSIsIjYwNjgxIiwiMTg3Njk3MzQiLCIxODE5ODg3OCIsIjE4NDcyMzg5IiwiMTg4NTYyNjIiLCIxODY0MjM4NSIsIjUzNTkyIiwiNTcxODEiLCIxODYyNjAxMyJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQgc2VydmluZyBCdWZmZXQifX0=,"67, 15th Cross, 6th B Main, JP Nagar, Bangalore",Barbeque Nation,0,1,4.7,3845,JP Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",600.0,Buffet,Bannerghatta Road,18071.5,medium,3.649800796812749,1,1,5,8.254788926148725,300.0,-1
https://www.zomato.com/bangalore/eat-fit-btm-bangalore?context=eyJzZSI6eyJlIjpbMTg2Mjg2NTQsIjE4Njk4NjYzIiwiMTg2MjkzMzkiLCIxODg4NzQxMCIsIjE4ODQ0NDIzIiwiMTg3OTY4MTgiLCIxODU3NjQ4MCIsIjE4Nzk2ODE2IiwiMTg3OTY3MjUiLCIxODc5Njc5MyIsIjE4NjQzNjE4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",eat.fit,1,0,4.5,1178,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",1100.0,Delivery,Bannerghatta Road,5301.0,high,3.569241773962804,1,1,6,7.072421900537371,550.0,-1
